"time.aa.","intensity.aa.","A.aa."
2388,0.0009155273,Inf
2389,0.001220703,Inf
2390,0.0006103516,Inf
2391,0.0003051758,Inf
2392,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
2399,0.0006103515,Inf
2400,0.0003051758,Inf
2401,0.0006103516,Inf
2402,0.0009155273,Inf
2403,0.001220703,Inf
2404,0.001220703,Inf
2405,0.001220703,Inf
2406,0.001220703,Inf
2407,0.0009155273,Inf
2408,0.0006103516,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
2416,0.0003051758,Inf
2417,0.0006103516,Inf
2418,0.0009155273,Inf
2419,0.001220703,Inf
2420,0.001220703,Inf
2421,0.0009155273,Inf
2422,0.0009155273,Inf
2423,0.0009155273,Inf
2424,0.0006103516,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
2432,0.0003051758,Inf
2433,0.0006103516,Inf
2434,0.0006103516,Inf
2435,0.0009155273,Inf
2436,0.001220703,Inf
2437,0.0009155273,Inf
2438,0.0009155273,Inf
2439,0.001220703,Inf
2440,0.0006103516,Inf
2441,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
2449,0.0003051758,Inf
2450,0.0003051758,Inf
2451,0.0003051758,Inf
2452,0.0009155273,Inf
2453,0.001220703,Inf
2454,0.0009155273,Inf
2455,0.001220703,Inf
2456,0.001220703,Inf
2457,0.0006103516,Inf
2458,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
2465,0.0006103516,Inf
2466,0.0006103516,Inf
2467,0.0003051758,Inf
2468,0.001220703,Inf
2469,0.001220703,Inf
2470,0.0009155273,Inf
2471,0.0009155273,Inf
2472,0.001220703,Inf
2473,0.001220703,Inf
2474,0.0006103516,Inf
2475,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
2483,0.0006103516,Inf
2484,0.0006103516,Inf
2485,0.0009155273,Inf
2486,0.0009155273,Inf
2487,0.001220703,Inf
2488,0.0009155273,Inf
2489,0.001220703,Inf
2490,0.0009155273,Inf
2491,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
2499,0.0006103516,Inf
2500,0.0006103516,Inf
2501,0.0009155273,Inf
2502,0.001220703,Inf
2503,0.0009155273,Inf
2504,0.001220703,Inf
2505,0.001220703,Inf
2506,0.0009155273,Inf
2507,0.0006103516,Inf
2508,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
2515,0.0003051758,Inf
2516,0.0003051758,Inf
2517,0.0006103516,Inf
2518,0.0009155273,Inf
2519,0.0006103516,Inf
2520,0.0009155273,Inf
2521,0.001220703,Inf
2522,0.001220703,Inf
2523,0.0009155273,Inf
2524,0.0006103516,Inf
2525,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
2532,0.0003051758,Inf
2533,0.0006103516,Inf
2534,0.0006103516,Inf
2535,0.0009155273,Inf
2536,0.001220703,Inf
2537,0.0009155273,Inf
2538,0.001220703,Inf
2539,0.001220703,Inf
2540,0.0006103516,Inf
2541,0.0003051758,Inf
2542,0.0006103516,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
2549,0.0006103516,Inf
2550,0.0006103516,Inf
2551,0.0009155273,Inf
2552,0.001220703,Inf
2553,0.001220703,Inf
2554,0.0006103516,Inf
2555,0.001220703,Inf
2556,0.001220703,Inf
2557,0.0003051758,Inf
2558,0.0006103516,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
2566,0.0003051758,Inf
2567,0.0006103516,Inf
2568,0.0009155273,Inf
2569,0.001220703,Inf
2570,0.001220703,Inf
2571,0.001220703,Inf
2572,0.001220703,Inf
2573,0.001220703,Inf
2574,0.0003051758,Inf
2575,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
2583,0.0006103516,Inf
2584,0.0006103516,Inf
2585,0.0009155273,Inf
2586,0.001220703,Inf
2587,0.001220703,Inf
2588,0.001220703,Inf
2589,0.0009155273,Inf
2590,0.0009155273,Inf
2591,0.0006103516,Inf
2592,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
2599,0.0003051758,Inf
2600,0.0006103516,Inf
2601,0.0009155273,Inf
2602,0.001220703,Inf
2603,0.0009155273,Inf
2604,0.001220703,Inf
2605,0.001220703,Inf
2606,0.0009155273,Inf
2607,0.0003051758,Inf
NA,NA,NA
2609,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
2616,0.0006103516,Inf
2617,0.0006103516,Inf
2618,0.0009155273,Inf
2619,0.0009155273,Inf
2620,0.001220703,Inf
2621,0.0009155273,Inf
2622,0.0009155273,Inf
2623,0.0006103516,Inf
2624,0.0003051758,Inf
2625,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
2633,0.0006103516,Inf
2634,0.0006103516,Inf
2635,0.0009155273,Inf
2636,0.001220703,Inf
2637,0.001220703,Inf
2638,0.0009155273,Inf
2639,0.001220703,Inf
2640,0.0009155273,Inf
NA,NA,NA
2642,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
2649,0.0003051758,Inf
2650,0.0006103516,Inf
2651,0.0006103516,Inf
2652,0.001220703,Inf
2653,0.0009155273,Inf
2654,0.001220703,Inf
2655,0.0009155273,Inf
2656,0.0009155273,Inf
2657,0.0006103516,Inf
2658,0.0006103516,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
2666,0.0006103516,Inf
2667,0.0006103516,Inf
2668,0.0009155273,Inf
2669,0.0009155273,Inf
2670,0.001220703,Inf
2671,0.001220703,Inf
2672,0.0009155273,Inf
2673,0.0009155273,Inf
2674,0.0003051758,Inf
2675,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
2682,0.0003051758,Inf
2683,0.0006103516,Inf
2684,0.0006103516,Inf
2685,0.001220703,Inf
2686,0.0009155273,Inf
2687,0.0009155273,Inf
2688,0.001220703,Inf
2689,0.0009155273,Inf
2690,0.0009155273,Inf
2691,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
2699,0.0006103516,Inf
2700,0.0006103516,Inf
2701,0.0006103516,Inf
2702,0.001220703,Inf
2703,0.001220703,Inf
2704,0.0006103516,Inf
2705,0.0006103516,Inf
2706,0.0009155273,Inf
2707,0.0003051758,Inf
NA,NA,NA
2709,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
2716,0.0003051758,Inf
2717,0.0006103516,Inf
2718,0.0006103516,Inf
2719,0.0009155273,Inf
2720,0.001220703,Inf
2721,0.001220703,Inf
2722,0.0009155273,Inf
2723,0.0006103516,Inf
2724,0.0006103516,Inf
2725,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
2733,0.0003051758,Inf
2734,0.0009155273,Inf
2735,0.0009155273,Inf
2736,0.0003051758,Inf
2737,0.001220703,Inf
2738,0.001220703,Inf
2739,0.001220703,Inf
2740,0.0006103516,Inf
2741,0.0006103516,Inf
2742,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
2749,0.0003051758,Inf
2750,0.0006103516,Inf
2751,0.0006103516,Inf
2752,0.0009155273,Inf
2753,0.001220703,Inf
2754,0.0009155273,Inf
2755,0.0009155273,Inf
2756,0.0006103516,Inf
2757,0.0003051758,Inf
2758,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
2767,0.0009155273,Inf
2768,0.0009155273,Inf
2769,0.0009155273,Inf
2770,0.0009155273,Inf
2771,0.001220703,Inf
2772,0.001220703,Inf
2773,0.0003051758,Inf
2774,0.0003051758,Inf
2775,0.0006103516,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
2779,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
2782,0.0003051758,Inf
2783,0.0003051758,Inf
2784,0.0006103516,Inf
2785,0.001220703,Inf
2786,0.001220703,Inf
2787,0.001220703,Inf
2788,0.001220703,Inf
2789,0.001220703,Inf
2790,0.0006103516,Inf
2791,0.0003051758,Inf
2792,0.0006103516,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
2799,0.0003051758,Inf
2800,0.0006103516,Inf
2801,0.0006103516,Inf
2802,0.0009155273,Inf
2803,0.001220703,Inf
2804,0.001220703,Inf
2805,0.001220703,Inf
2806,0.0009155273,Inf
2807,0.0006103516,Inf
2808,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
2813,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
